chr5	181892717	181897344	ENSG00000237094[6,7,2]	0	+	181897344	181897344	0	2	243,233,	0,4394,	chr5	181892418	181895209	retro_human_9324|AC138035.3-1|processed_pseudogene	0	-	AC138035.2	2492
chr1	1106379	1107901	ENSG00000269737[1,1,1]	0	+	1106379	1106379	0	1	1522,	0,	chr1	1106429	1107851	AL691432.1-201|transcribed_processed_pseudogene	0	+	SLC35E2B,MSTRG.12	1422
chr1	1106379	1107901	ENSG00000269737[1,1,1]	0	+	1106379	1106379	0	1	1522,	0,	chr1	1107714	1108837	retro_human_6554|AL691432.1-202|transcribed_processed_pseudogene	0	+	SLC35E2B,MSTRG.12	187
chr1	1106548	1108482	ENSG00000269737[3,1,3]	0	+	1106548	1106548	0	1	1934,	0,	chr1	1106429	1107851	AL691432.1-201|transcribed_processed_pseudogene	0	+	SLC35E2B,MSTRG.12	1303
chr1	1106548	1108482	ENSG00000269737[3,1,3]	0	+	1106548	1106548	0	1	1934,	0,	chr1	1107714	1108837	retro_human_6554|AL691432.1-202|transcribed_processed_pseudogene	0	+	SLC35E2B,MSTRG.12	768
chr1	1159155	1180410	ENSG00000215790[2,3,1]	0	-	1159784	1173931	0	7	635,146,128,136,469,418,319,	0,9911,13539,14140,14454,19463,20936,	chr1	1158982	1166277	AL031282.1-202|transcribed_processed_pseudogene	0	+	AL031282.2,SLC35E2A	7122
chr1	1161702	1180410	ENSG00000215790[2,5,5]	0	-	1164020	1173931	255	6	2345,146,128,136,469,319,	0,7364,10992,11593,11907,18389,	chr1	1158982	1166277	AL031282.1-202|transcribed_processed_pseudogene	0	+	AL031282.2,SLC35E2A	4575
chr1	1161702	1180410	ENSG00000215790[2,6,5]	0	-	1164020	1173931	255	7	2345,146,128,136,469,418,319,	0,7364,10992,11593,11907,16916,18389,	chr1	1158982	1166277	AL031282.1-202|transcribed_processed_pseudogene	0	+	AL031282.2,SLC35E2A	4575
chr1	1161702	1180410	ENSG00000215790[2,2,5]	0	-	1166830	1173931	0	6	5194,146,128,136,469,319,	0,7364,10992,11593,11907,18389,	chr1	1158982	1166277	AL031282.1-202|transcribed_processed_pseudogene	0	+	AL031282.2,SLC35E2A	4575
chr1	1789620	1790392	ENSG00000269896[3,1,1]	0	-	1790162	1790348	0	1	772,	0,	chr1	1789670	1792078	AL513477.1-201|transcribed_processed_pseudogene	0	-	MORN1	722
chr1	1789620	1792128	ENSG00000269896[2,1,1]	0	-	1790613	1791237	0	1	2508,	0,	chr1	1789670	1792078	AL513477.1-201|transcribed_processed_pseudogene	0	-	MORN1	2408
chr1	1790062	1790392	ENSG00000269896[3,1,3]	0	-	1790162	1790348	0	1	330,	0,	chr1	1789670	1792078	AL513477.1-201|transcribed_processed_pseudogene	0	-	MORN1	330
chr1	1790851	1791165	ENSG00000269896[1,1,2]	0	-	1790851	1790851	0	1	314,	0,	chr1	1789670	1792078	AL513477.1-201|transcribed_processed_pseudogene	0	-	MORN1	314
chr1	1790851	1791165	ENSG00000269896[1,1,2]	0	-	1790851	1790851	0	1	314,	0,	chr1	1790901	1791115	AL513477.1-202|transcribed_processed_pseudogene	0	-	MORN1	214
chr1	6361957	6362343	ENSG00000227950[1,1,1]	0	-	6361957	6361957	0	1	386,	0,	chr1	6362007	6362293	retro_human_10364|AL590128.1-201|processed_pseudogene	0	-	CAMTA1	286
chr1	8283833	8284591	ENSG00000234619[1,1,1]	0	+	8283833	8283833	0	1	758,	0,	chr1	8283883	8284541	retro_human_7188|RPL7P11-201|processed_pseudogene	0	+	RERE	658
chr1	9112715	9113374	ENSG00000231181[1,1,1]	0	+	9112765	9113167	0	1	659,	0,	chr1	9112765	9113324	retro_human_7186|AL954705.1-201|processed_pseudogene	0	+	SLC25A33	559
chr1	9597448	9597885	ENSG00000224340[1,1,1]	0	-	9597448	9597448	0	1	437,	0,	chr1	9597498	9597835	AL590639.1-201|processed_pseudogene	0	-	UBE4B,MSTRG.41	337
chr1	11624381	11624736	ENSG00000227875[1,1,1]	0	-	11624381	11624381	0	1	355,	0,	chr1	11624431	11624686	retro_human_5706|RPL23AP89-201|processed_pseudogene	0	-	TNFRSF8	255
chr1	15410868	15411531	ENSG00000234607[1,1,1]	0	+	15410868	15410868	0	1	663,	0,	chr1	15410918	15411481	AL355994.4-201|processed_pseudogene	0	+	ZBTB17	563
chr1	16401182	16401717	ENSG00000236698[1,1,1]	0	-	16401182	16401182	0	1	535,	0,	chr1	16401232	16401667	retro_human_341|EIF1AXP1-201|processed_pseudogene	0	-	AL021920.2	435
chr1	19431507	19432062	ENSG00000226396[1,1,1]	0	+	19431795	19431927	0	1	555,	0,	chr1	19431557	19432012	retro_human_8925|AL031727.1-201|processed_pseudogene	0	+	MICOS10,NBL1,MICOS10-NBL1	455
chr1	20830140	20830625	ENSG00000233072[1,1,1]	0	-	20830224	20830563	0	1	485,	0,	chr1	20830190	20830575	retro_human_5047|RPS15AP6-201|processed_pseudogene	0	-	EIF4G3,MSTRG.76	385
chr1	21731860	21732443	ENSG00000232037[1,1,1]	0	+	21731860	21731860	0	1	583,	0,	chr1	21731910	21732393	retro_human_8920|AL590556.1-201|processed_pseudogene	0	+	HSPG2,MSTRG.80	483
chr1	21892052	21892640	ENSG00000271428[1,1,1]	0	-	21892052	21892052	0	1	588,	0,	chr1	21892102	21892590	retro_human_5044|MPHOSPH6P1-201|processed_pseudogene	0	-	CDC42	488
chr1	22965968	22966886	ENSG00000229010[1,1,1]	0	+	22965968	22965968	0	1	918,	0,	chr1	22966018	22966836	AL161672.1-201|processed_pseudogene	0	+	LUZP1	818
chr1	23738835	23740190	ENSG00000229106[1,1,1]	0	-	23739858	23740152	0	1	1355,	0,	chr1	23738885	23740140	retro_human_10541|BTBD6P1-201|processed_pseudogene	0	-	CNR2	1255
chr1	25130378	25130958	ENSG00000224183[1,1,1]	0	-	25130431	25130908	0	1	580,	0,	chr1	25130428	25130908	retro_human_7141|SDHDP6-201|processed_pseudogene	0	-	RHD,RSRP1	480
chr1	25234957	25235535	ENSG00000238084[1,1,1]	0	+	25234957	25234957	0	1	578,	0,	chr1	25235007	25235485	retro_human_9504|AL031284.1-201|processed_pseudogene	0	+	RHCE	478
chr1	26100466	26100924	ENSG00000270733[1,1,1]	0	-	26100466	26100466	0	1	458,	0,	chr1	26100516	26100874	retro_human_5481|AL355877.1-201|processed_pseudogene	0	-	CEP85	358
chr1	26292625	26293260	ENSG00000223583[1,1,1]	0	-	26292625	26292625	0	1	635,	0,	chr1	26292675	26293210	retro_human_5482|AL513365.1-201|processed_pseudogene	0	-	DHDDS	535
chr1	27166512	27167080	ENSG00000241547[1,1,1]	0	+	27166529	27167027	0	1	568,	0,	chr1	27166562	27167030	retro_human_10142|ACTG1P20-201|processed_pseudogene	0	+	TMEM222	468
chr1	28824182	28824613	ENSG00000225616[1,1,1]	0	-	28824182	28824182	0	1	431,	0,	chr1	28824232	28824563	retro_human_11001|AL138785.1-201|processed_pseudogene	0	-	EPB41	331
chr1	30888816	30889423	ENSG00000237329[1,1,1]	0	+	30888816	30888816	0	1	607,	0,	chr1	30888866	30889373	retro_human_10755|AL356320.2-201|processed_pseudogene	0	+	PUM1	507
chr1	31115413	31115950	ENSG00000229447[1,1,1]	0	-	31115413	31115413	0	1	537,	0,	chr1	31115463	31115900	retro_human_11003|AC114495.2-201|processed_pseudogene	0	-	SNRNP40	437
chr1	35213725	35214711	ENSG00000229994[1,1,1]	0	+	35213987	35214605	0	1	986,	0,	chr1	35213775	35214661	retro_human_5607|RPL5P4-201|processed_pseudogene	0	+	ZMYM4,MSTRG.140	886
chr1	35736110	35736693	ENSG00000271164[1,1,1]	0	-	35736110	35736110	0	1	583,	0,	chr1	35736160	35736643	retro_human_9728|CFAP97P1-201|processed_pseudogene	0	-	AGO1	483
chr1	36104727	36105086	ENSG00000231849[1,1,1]	0	-	36104727	36104727	0	1	359,	0,	chr1	36104777	36105036	retro_human_9732|UBE2V2P4-201|processed_pseudogene	0	-	THRAP3	259
chr1	37409473	37410105	ENSG00000232273[1,1,1]	0	+	37409473	37409473	0	1	632,	0,	chr1	37409523	37410055	retro_human_5599|FTH1P1-201|processed_pseudogene	0	+	SNIP1	532
chr1	37707820	37708611	ENSG00000235673[1,1,1]	0	+	37707820	37707820	0	1	791,	0,	chr1	37707870	37708561	retro_human_11099|AL929472.4-201|processed_pseudogene	0	+	MTF1	691
chr1	39382962	39385067	ENSG00000237624[2,1,2]	0	+	39383323	39384100	0	1	2105,	0,	chr1	39383324	39384852	retro_human_11094	0	+	BMP8A	1528
chr1	39383273	39385067	ENSG00000237624[1,1,2]	0	+	39383323	39384100	0	1	1794,	0,	chr1	39383324	39384852	retro_human_11094	0	+	BMP8A	1528
chr1	39383273	39384908	ENSG00000237624[1,1,1]	0	+	39383323	39384100	0	1	1635,	0,	chr1	39383324	39384852	retro_human_11094	0	+	BMP8A	1528
chr1	39587399	39588067	ENSG00000225333[1,1,1]	0	+	39587399	39587399	0	1	668,	0,	chr1	39587449	39588017	retro_human_11093|AL035404.1-201|processed_pseudogene	0	+	PPIE	568
chr1	39832076	39832901	ENSG00000228477[1,1,1]	0	+	39832173	39832848	0	1	825,	0,	chr1	39832126	39832851	retro_human_11095|AL663070.1-201|processed_pseudogene	0	+	MFSD2A	725
chr1	40132099	40132511	ENSG00000231296[1,1,1]	0	-	40132099	40132099	0	1	412,	0,	chr1	40132149	40132461	AL050341.1-201|processed_pseudogene	0	-	ZMPSTE24,MSTRG.157	312
chr1	42822621	42823161	ENSG00000284138[1,1,1]	0	-	42822740	42822983	0	1	540,	0,	chr1	42822671	42823111	ATP6V0CP4-201|processed_pseudogene	0	-	SLC2A1	440
chr1	43614221	43614592	ENSG00000233674[1,1,1]	0	+	43614433	43614577	0	1	371,	0,	chr1	43614271	43614542	retro_human_10715|AL451062.2-201|processed_pseudogene	0	+	ST3GAL3,AL451062.3	271
chr1	43721075	43722487	ENSG00000224751[1,1,1]	0	-	43721075	43721075	0	1	1412,	0,	chr1	43721125	43722437	retro_human_10130|SHMT1P1-201|processed_pseudogene	0	-	AL451062.3,ST3GAL3	1312
chr1	43993041	43993501	ENSG00000233514[1,1,1]	0	-	43993041	43993041	0	1	460,	0,	chr1	43993091	43993451	retro_human_6707|AL356653.1-201|processed_pseudogene	0	-	KLF17	360
chr1	44830135	44831074	ENSG00000229815[1,1,1]	0	+	44830135	44830135	0	1	939,	0,	chr1	44830185	44831024	retro_human_6386|CCNB1IP1P1-201|processed_pseudogene	0	+	EIF2B3	839
chr1	44941495	44942048	ENSG00000234315[1,1,1]	0	-	44941683	44941998	0	1	553,	0,	chr1	44941545	44941998	retro_human_6711|OSTCP5-201|processed_pseudogene	0	-	ZSWIM5	453
chr1	45286521	45286946	ENSG00000236872[1,1,1]	0	+	45286521	45286521	0	1	425,	0,	chr1	45286571	45286896	retro_human_5067|PPIAP36-201|processed_pseudogene	0	+	TESK2,AL451136.1	325
chr1	45518107	45518589	ENSG00000225447[1,1,1]	0	-	45518294	45518420	0	1	482,	0,	chr1	45518157	45518539	retro_human_892|RPS15AP10-201|processed_pseudogene	0	-	MSTRG.173,GPBP1L1	382
chr1	45523330	45524218	ENSG00000234329[1,1,1]	0	-	45523335	45523695	0	1	888,	0,	chr1	45523380	45524168	retro_human_891|AL604028.2-201|processed_pseudogene	0	-	MSTRG.173,GPBP1L1	788
chr1	46541731	46545469	ENSG00000123472[6,8,9]	0	-	46542231	46542351	0	2	873,173,	0,3565,	chr1	46543149	46543615	NENFP1-201|processed_pseudogene	0	-	ATPAF1	466
chr1	46543099	46543665	ENSG00000233647[1,1,1]	0	-	46543232	46543358	0	1	566,	0,	chr1	46543149	46543615	NENFP1-201|processed_pseudogene	0	-	ATPAF1	466
chr1	48314631	48315988	ENSG00000235105[1,1,1]	0	+	48314631	48314631	0	1	1357,	0,	chr1	48314681	48315938	retro_human_603|AL356968.2-201|processed_pseudogene	0	+	SPATA6	1257
chr1	50660205	50661116	ENSG00000230585[1,1,1]	0	+	50660205	50660205	0	1	911,	0,	chr1	50660255	50661066	retro_human_604|PHBP12-201|processed_pseudogene	0	+	FAF1	811
chr1	51130458	51131428	ENSG00000233406[1,1,1]	0	-	51130458	51130458	0	1	970,	0,	chr1	51130508	51131378	retro_human_6076|AL162430.1-201|processed_pseudogene	0	-	MSTRG.186,RNF11	870
chr1	51252131	51253186	ENSG00000232027[1,1,1]	0	+	51252131	51252131	0	1	1055,	0,	chr1	51252181	51253136	retro_human_607|AL671986.1-201|processed_pseudogene	0	+	EPS15,MSTRG.187	955
chr1	51587014	51588114	ENSG00000236973[1,1,1]	0	-	51587014	51587014	0	1	1100,	0,	chr1	51587064	51588064	retro_human_687|GAPDHP51-201|processed_pseudogene	0	-	OSBPL9	1000
chr1	51740599	51741057	ENSG00000230604[1,1,1]	0	+	51740599	51740599	0	1	458,	0,	chr1	51740649	51741007	retro_human_609|TSEN15P2-201|processed_pseudogene	0	+	NRDC,MSTRG.189	358
chr1	52653672	52654227	ENSG00000228929[1,1,1]	0	-	52653672	52653672	0	1	555,	0,	chr1	52653722	52654177	retro_human_693|RPS13P2-201|processed_pseudogene	0	-	MSTRG.198,ZYG11B	455
